firstname,lastname,gender
Mazamesso,Johnson,1
Odon,Ferrari,1
Médar,Akakpo-Doe,1
Damien,Ivanov,1
Éléonore,Zhang,0
Franck,Toure,1
Jean,Dogbe,1
Kofi,Amegantse,1
Denis,Sokpor,1
Allison,Zongo,0
Ella,Traoré,0
Savannah,Hounnou,0
Cheikh,Fischer,1
Xenia,Moussa,0
Axelle,Sylla,0
Nora,Durand,0
Dzidzor,Lawson,0
Oluwaseun,Taylor,1
Kwaku,Patel,1
Jean,Adomako,1
Tristan,Bakari,1
Mansan,Ackah,0
Gérard,Zhang,1
Carlos,Asamoah,1
Stéphane,Agbobli,1
Isidore,Adomako,1
Hassan,Pereira,1
Yvette,Bakari,0
Mahmoud,Ackah,1
Aline,Pereira,0
Yves,Ofori-Atta,1
Vincent,Akoto,1
Hilaire,Weber,1
Perrine,Baah,0
François,Amevor,1
Sophie,Nyaku,0
Kossiwa,Traoré,0
Margaux,Weber,0
Mireille,Azamati,0
Franck,Amekudzi,1
Paisley,Sato,0
Paolo,Foli,1
Leah,Ofori,0
Kwame,Bangoura,1
Sabrina,Moreau,0
Takashi,Opoku,1
Grace,Kouassi,0
Essowaza,Agbozo,1
Rosalie,Wang,0
Luís,Amevor,1
Yawa,Moreau,1
Remi,Djondo,1
Margaux,Patel,0
Dmitry,Wang,1
Luís,Zouma,1
Takashi,Johansson,1
Éric,Agbozo,1
Peter,Agbobli,1
Abena,Akakpo,0
Adwoa,Lawson,0
Mansan,Opoku,0
Noah,Bangoura,1
Pascal,Atsu,1
Cecilia,Garcia,0
Luís,Amegashie,1
Gifty,Fischer,0
Nana,Owusu,0
Aaliyah,Russo,0
Gilles,Djondo,1
Donald,Avoseh,1
Samira,Sokpor,0
Cheikh,Zongo,1
Winnie,Suzuki,0
Amouzou,Amevor,1
Brian,Chen,1
Aurora,Kouadio,0
Harper,Petrov,0
Émilie,Ofosu,0
Samuel,Smith,1
Youssef,Lefebvre,1
Luis,Akakpo,1
Madison,Traoré,0
Axelle,Gupta,0
Bella,Anani,0
Zoé,Santos,0
Luna,Boateng,0
Maëlys,Kouassi,0
Komla,Zoungrana,1
Romain,Atsu,1
Marcel,Diallo,1
Didier,Nyaku,1
Aurelie,Amevor,0
Katherine,Ansah,0
Kokouga,Bangoura,1
Diego,Nyaku,1
Essowaza,Sylla,1
Xavier,Kouadio,1
Hailey,Smith,0
Régis,Simon,1
Francisco,Ofori-Atta,1
Sabrina,Adomako,0
Mazamesso,Traoré,1
Viviane,Amegantse,0
Yvette,Mensah,0
Kafui,Wilson,0
Savannah,Silva,0
Efua,Sharma,0
Hazel,Müller,0
Stefan,Togbe,1
Manon,Zongo,0
Hortense,Li,0
Innocent,Danquah,1
Mireille,Baah,0
Éric,Adomako,1
Ursule,Weber,0
Penelope,Zongo,0
Diego,Silva,1
Jean-Pierre,Agyeman,1
Amouzou,Russo,1
Marguerite,Müller,0
Kokou,Koffi,1
Adeyemi,Agbozo,1
Aline,Asamoah,0
Lucy,Tchamye,0
Zelda,Diawara,0
Lucie,Hounnou,0
Riley,Sylla,0
Vera,Anani,0
Sabrina,Bakari,0
Francisco,Agyeman,1
Wei,Martinez,1
Raoul,Amekudzi,1
Remi,Mensah,1
Raymond,Akoto,1
Emmanuel,Sagna,1
Lily,Silva,0
Tristan,Müller,1
Vijay,Nayo,1
Franck,Davis,1
Harper,Agbobli,0
Savannah,Li,0
Jeanne,Attipoe,0
Clara,Zouma,0
Olympe,Zouma,0
Michel,Morquette,1
Komivi,Owusu,1
Akosua,Diawara,0
John,Wang,1
Yao,Sokpor,1
Hassan,Koffi,1
Luna,Khan,0
Katherine,Asamoah,0
Jacqueline,Djondo,0
Margaux,Boateng,0
Peter,Ferreira,1
Paolo,Akoto,1
Marion,Akakpo-Doe,0
Odile,Singh,0
Bèni,Nkrumah,1
Annabelle,Lawson,0
Amouzou,Hansen,1
Elise,Jones,0
Séraphine,Amekudzi,0
Ellie,Miller,0
Vijay,Sokpor,1
Wei,Ivanov,1
Emma,Kouadio,0
Luc,Durand,1
Fiosron,Awuku,0
Nana,Abliza,0
Michael,Kouadio,1
Zacharie,Wilson,1
Johan,Ocloo,1
Hannah,Diawara,0
Olivia,Gonzalez,0
Savannah,Leroy,0
Jacqueline,Batali,0
Allison,Amevor,0
Tiphaine,Diabre,0
Fatoumata,Watanabe,0
Klaus,Jones,1
Viviane,Simon,0
Sylvain,Silva,1
Zacharie,Moussa,1
Komivi,Asamoah,1
Amandine,Diabre,0
Méyébinesso,Schmidt,1
Rémy,Sokpor,1
Ariana,Togbe,0
Kouadio,Sharma,1
Quentin,Aidoo,1
Justine,Wilson,0
Hailey,Leroy,0
Mia,Awuku,0
Fiona,Tchamye,0
Anna,Sokpor,0
Lucy,Weber,0
Marion,Nyavor,0
Isidore,Ocloo,1
Dmitry,Darko,1
Eliana,Li,0
Yasmine,Lawson,0
Rahul,Aidoo,1
Coralie,Agyeman,0
Odon,Moreau,1
Amelia,Nyaku,0
Christopher,Ackah,1
Joseph,Liu,1
Médar,Takyi,1
Didier,Toure,1
Boevi,Moussa,1
Lise,Tanaka,0
Marguerite,Takyi,0
Rosalie,Diawara,0
Kokou,Atsu,1
Hassan,Ocloo,1
Ama,Esposito,0
Hannah,Smith,0
Anaïs,Liu,0
Lucie,Djondo,0
Helene,Zongo,0
Quenotte,Williams,0
Grace,Adzaho,0
Elena,Adomako,0
Brian,Alassani,1
Isabelle,Owusu,0
Sylvain,Gbedemah,1
Matthew,Lefebvre,1
IDRISSOU,Ofori,1
Peter,Takahashi,1
Chen,Nyaku,1
Paisley,Gupta,0
Ava,Adzaho,0
Tina,Lopez,0
Helena,Zongo,0
Quintine,Fischer,0
Valerie,Ofori,0
Yolande,Ferreira,0
Scarlett,Attipoe,0
Helene,Brown,0
Katia,Smith,0
Cheikh,Ferreira,1
Mireille,Schmidt,0
Alice,Obodai,0
Koffi,Wilson,1
Cecilia,Sokpor,0
Jürgen,Sokpor,1
Lucie,Osei,0
Didier,Chen,1
Hussein,Gbedemah,1
Thierry,Lopez,1
Emeka,Kouassi,1
Marcus,Ofori-Atta,1
Akossiwa,Diallo,0
Bernard,Tchamye,1
Ariana,Atsu,0
Joelle,Ivanov,0
Karine,Esposito,0
Katherine,Agbodeka,0
Lily,Avoseh,0
Fiona,Ferrari,0
Élodie,Zongo,0
Fatoumata,Adomako,0
Cecilia,Tchamye,0
Ravi,Zongo,1
Amandine,Opoku,0
Sylvain,Ferrari,1
José,Chen,1
Mia,Pereira,0
Olivier,Dzokoto,1
Tristan,Ferreira,1
Axelle,Kouassi,0
Sven,Ofori,1
Louna,Alassani,0
Ulysse,Boateng,1
Giselle,Johnson,0
Quentin,Gbikpi,1
Ivan,Aidoo,1
Akowé,Dzokoto,1
Skylar,Novak,0
Victor,Hounnou,1
Serge,Ahove,1
Anani,Schneider,1
Camille,Durand,0
Jean-Pierre,Bangoura,1
Raoul,Ahove,1
Nathalie,Ayigbe,0
Sabrina,Sharma,0
Victor,Agbobli,1
Isabella,Ofori-Atta,0
Cheikh,Adomako,1
Axelle,Kouyaté,0
Méyébinesso,Awuku,1
Eloise,Tanaka,0
Blandine,Brown,0
Annabelle,Tchamye,0
Serge,Amevor,1
Emeka,Agbozo,1
Gildas,Foli,1
Wenceslas,Asamoah,1
Dzidzor,Singh,0
Roseline,Schmidt,0
Winnie,Moreau,0
Marco,Petrov,1
Gérard,Agbobli,1
Innocent,Quist,1
Winnie,Gnama,0
Kwaku,Zoungrana,1
Dominique,Gbikpi,1
Lise,Akakpo,0
Miguel,Gnama,1
Quintine,Zoungrana,0
Yuki,Ofori-Atta,1
Amelia,Watanabe,0
Olympe,Azamati,0
Donald,Durand,1
Maëlle,Ansah,0
Oluwaseun,Baah,1
Kenneth,Zoungrana,1
Marie,Baah,0
Chloe,Ferrari,0
Sophia,Fischer,0
Folly,Owusu,1
Serena,Takahashi,0
Anaïs,Brown,0
Nadine,Weber,0
Yaa,Djondo,0
Natalie,Amekudzi,0
Willy,Quist,1
Lucie,Amegashie,0
Anaïs,Osei,0
Mila,Osei,0
Xavier,Sato,1
Margot,Owusu,0
Arnaud,Schmidt,1
Queen,Wilson,0
Harper,Suzuki,0
Takashi,Boateng,1
James,Petrov,1
Ines,Zongo,0
Skylar,Rossi,0
Innocent,Miller,1
Robert,Ackah,1
Xavier,Dzokoto,1
Yao,Smith,1
Clement,Zhang,1
Jin,Quist,1
Richard,Mensah,1
Brigitte,Bangoura,0
Mélanie,Liu,0
Audrey,Kouassi,0
Océane,Patel,0
Abena,Russo,0
Beatrice,Jones,0
Hiroshi,Zhang,1
Luis,Kouyaté,1
Samira,Adzaho,0
Odile,Opoku,0
Emmanuel,Weber,1
Clémence,Durand,0
Wenceslas,Esposito,1
Téléky,Martinez,1
Gaston,Li,1
Sabrina,Batali,0
Damien,Khan,1
Genevieve,Andersen,0
Médar,Tanaka,1
Youssef,Soglo,1
Sébastien,Akakpo,1
Nora,Hounnou,0
Amenyo,Silva,0
Jin,Garcia,1
Maxime,Sokpor,1
Karine,Kouadio,0
Aurelie,Patel,0
Robert,Ferrari,1
Liliane,Mensah,0
Raymond,Gupta,1
Ade,Amevor,1
Kofi,Ocloo,1
Violette,Ayigbe,0
Isabelle,Darko,0
Fabrice,Takahashi,1
Ibrahim,Togbe,1
Diego,Sharma,1
Cécilia,Smith,0
Mensah,Silva,1
Joséphine,Lopez,0
Helena,Ayite,0
Marion,Obodai,0
Anani,Adzaho,1
Thierry,Simon,1
Gérard,Agbozo,1
Maëlle,Silva,0
Margot,Kowalski,0
Tunde,Ofosu,1
Cecilia,Avoseh,0
Hazel,Watanabe,0
Dela,Koffi,1
Ariana,Simon,0
Romain,Wang,1
Kouadio,Rossi,1
William,Larsson,1
Élise,Lawson,0
LARE,Durand,1
Rachelle,Clark,0
Laurent,Koulibaly,1
Ursula,Kouadio,0
Madison,Osei,0
Kossiwa,Zouma,0
Nora,Nyavor,0
Serge,Ferrari,1
Dodji,Ansah,1
Samira,Agbozo,0
Hannah,Watanabe,0
Paisley,Avoseh,0
Paulin,Ocloo,1
Séraphine,Williams,0
Hannah,Schmidt,0
Gbenga,Mensah,1
Luna,Adomako,0
Charlène,Akakpo-Doe,0
Segun,Dzokoto,1
Jean-Pierre,Santos,1
Agbeko,Petrov,1
Louis,Danquah,1
Charlène,Hansen,0
Joshua,Johnson,1
Axelle,Traoré,0
Afi,Morquette,0
Amandine,Dogbe,0
Mark,Togbe,1
Hannah,Petrov,0
Antoine,Diallo,1
Mazamesso,Dossou,1
Océana,Ocloo,0
Joshua,Müller,1
Victor,Akakpo,1
Régis,Alassani,1
Odette,Schmidt,0
Emily,Agbobli,0
Elena,Novak,0
Koku,Kouyaté,1
Steven,Kouadio,1
Mélanie,Obodai,0
Zinsou,Ivanov,1
Emeka,Tanaka,1
Viviane,Li,0
Zoé,Liu,0
Kwame,Ahove,1
Madison,Johansson,0
Georges,Mensah,1
Adjoa,Bakari,0
Johan,Hounnou,1
Zara,Diabre,0
Mohamed,Avoseh,1
Pascale,Lopez,0
Blandine,Davis,0
Kofi,Singh,1
Ravi,Taylor,1
Arnaud,Ofori-Atta,1
Élise,Agbobli,0
Médar,Weber,1
Chloe,Moreau,0
Nathanael,Kouadio,1
Cecilia,Amekudzi,0
Mila,Takyi,0
Jorge,Toure,1
Élise,Gonzalez,0
Philippe,Amevor,1
Jin,Ferrari,1
Jeanne,Ackah,0
Hilaire,Akakpo-Doe,1
Mia,Amekudzi,0
Philippe,Ayigbe,1
Talitha,Bakari,0
Serena,Ofosu,0
Amélie,Agyeman,0
Boevi,Patel,1
Adwoa,Amekudzi,0
Pascale,Traoré,0
Antoine,Zhang,1
Victor,Taylor,1
Samuel,Williams,1
Julia,Amegantse,0
Valentin,Agbodeka,1
Camille,Ofosu,0
Akakpo,Lopez,1
Amélie,Kouyaté,0
Paul,Akoto,1
Fiosron,Bangoura,0
Baptiste,Sokpor,1
Omar,Simon,1
Marie,Fischer,0
Roseline,Akoto,0
Lucie,Ahove,0
Remi,Fischer,1
Yaa,Ivanov,0
Zinnia,Brown,0
Rosalie,Hansen,0
Hailey,Sarr,0
Cecilia,Kowalski,0
Sergey,Diabre,1
Justine,Baah,0
Serge,Djondo,1
Azhar,Russo,1
Mawusi,Tanaka,0
Fiifi,Gnama,1
Kafui,Sylla,0
Genesis,Diabre,0
Bernard,Davis,1
Adjoa,Rossi,0
Sébastien,Johnson,1
Romain,Agbobli,1
Emeka,Adzaho,1
Margot,Rossi,0
Mansan,Williams,0
Folly,Toure,1
Afia,Tchamye,0
Louis,Johnson,1
Kwadwo,Leroy,1
Gilles,Taylor,1
Margot,Gonzalez,0
Margot,Dogbe,0
Camila,Martinez,0
Chike,Ofosu,1
Cécilia,Ferrari,0
Adwoa,Weber,0
Thierry,Batali,1
Philippine,Amekudzi,0
Riley,Rossi,0
Philippe,Sarr,1
Laura,Amouzou,0
Matthew,Kouassi,1
Katherine,Li,0
Blandine,Weber,0
Takashi,Lefebvre,1
Miguel,Martinez,1
Louna,Quist,0
Thierry,Johnson,1
Maïwenn,Smith,0
Marco,Rodriguez,1
Alain,Baah,1
Elise,Bakari,0
Adeline,Darko,0
Stefan,Fischer,1
Skylar,Kouassi,0
Dmitry,Brown,1
Aurora,Ocloo,0
Noah,Taylor,1
Hilaire,Ofosu,1
Noémie,Wilson,0
Anthony,Gonzalez,1
Rachelle,Owusu,0
Marcel,Diabre,1
Bernard,Djondo,1
Valentin,Agyeman,1
Queen,Ackah,0
Akua,Bakari,0
Patrick,Ahove,1
Sophie,Mensah,0
Emeka,Rodriguez,1
Valerie,Osei,0
Tiphaine,Gnama,0
Emeka,Kowalski,1
Diego,Miller,1
Noah,Smith,1
Bèni,Suzuki,1
Marco,Ivanov,1
Francisco,Russo,1
Violette,Morquette,0
Abena,Davis,0
Adwoa,Ahove,0
Katia,Nyaku,0
Yuki,Sylla,1
Julien,Li,1
Sophia,Suzuki,0
Carlos,Sharma,1
Komla,Khan,1
Hilaire,Takyi,1
Fiosron,Nayo,0
Togbe,Bangoura,1
Abigail,Anani,0
Mohamed,Brown,1
Beatrice,Sharma,0
Ibrahim,Tanaka,1
Carlos,Tchamye,1
Zelda,Ofori-Atta,0
Élise,Kouyaté,0
Afia,Kouadio,0
Ximena,Zouma,0
Sophie,Foli,0
Caroline,Simon,0
Togbe,Dzokoto,1
Atsuko,Singh,0
Olivier,Ferreira,1
Quentin,Suzuki,1
Richard,Morquette,1
Akossiwa,Gonzalez,0
Fatoumata,Amegashie,0
Tatiana,Gbedemah,0
Romain,Kouadio,1
Abdoulaye,Mensah,1
Vincent,Takahashi,1
Thomas,Dogbe,1
Mélanie,Chen,0
Mark,Garcia,1
ruth,Amegantse,0
Elena,Obodai,0
Mamadou,Clark,1
Akosua,Johnson,0
Scarlett,Clark,0
Vera,Sokpor,0
Benoit,Opoku,1
Ade,Nyavor,1
Ursula,Akakpo,0
Nora,Takahashi,0
Abiré,Tetteh,0
Gabriella,Tchamye,0
Olympe,Schneider,0
Bella,Ansah,0
Samira,Adomako,0
Emmanuel,Baah,1
Ezechiel,Ivanov,1
Wenceslas,Gbikpi,1
Fabrice,Zhang,1
Kokouga,Nayo,1
Élise,Batali,0
Brooklyn,Davis,0
Ursule,Wang,0
Serena,Schneider,0
Julie,Khan,0
Abena,Gbedemah,0
Vincent,Obodai,1
Mamadou,Morquette,1
Omar,Lopez,1
Tatiana,Dossou,0
Sarah,Santos,0
Mansan,Baah,0
Mireille,Silva,0
Carlos,Lefebvre,1
Klaus,Diallo,1
Hiroshi,Garcia,1
Ravi,Togbe,1
Lydia,Bakari,0
Simone,Zhang,0
Dominique,Sharma,1
Yvette,Simon,0
Akua,Wang,0
Zelda,Baah,0
Youssef,Lopez,1
Jacqueline,Zhang,0
Abiré,Russo,0
Valentin,Darko,1
Diane,Takahashi,0
Irene,Adzaho,0
David,Tanaka,1
Matthew,Tetteh,1
Ilétou,Akakpo-Doe,0
Erik,Takahashi,1
Jacques,Simon,1
Daniel,Azamati,1
Ravi,Danquah,1
Mélanie,Williams,0
Esso,Anani,1
Thierry,Bakari,1
Youssef,Foli,1
Rahul,Baah,1
Komivi,Zoungrana,1
Ella,Nyavor,0
Ivan,Moreau,1
Efia,Sharma,0
Nathalie,Brown,0
Rebecca,Sokpor,0
Roxane,Agbobli,0
Thibault,Ferreira,1
Juliette,Djondo,0
Miguel,Quist,1
Adeyemi,Alassani,1
Océana,Weber,0
Benoit,Durand,1
Sabrina,Atsu,0
Kokou,Brown,1
Ophelie,Kouyaté,0
Cécilia,Baah,0
Bella,Ocloo,0
Amandine,Williams,0
Abdel-Aziz,Ofosu,1
Zinsou,Sharma,1
Katherine,Amouzou,0
Raoul,Gonzalez,1
Emma,Sato,0
Anthony,Dogbe,1
Tina,Nayo,0
Beatrice,Koffi,0
Julien,Abliza,1
Ali,Wang,1
Méyébinesso,Ansah,1
Sébastien,Sokpor,1
Vincent,Silva,1
Kwadwo,Kouyaté,1
Mélanie,Akakpo,0
Hussein,Nyaku,1
Riley,Azamati,0
Jeanne,Müller,0
Natalie,Amouzou,0
Isabelle,Aidoo,0
Abdel-Aziz,Togbe,1
Quintine,Koffi,0
Hortense,Ackah,0
Anaïs,Schneider,0
Kevin,Nkrumah,1
Ali,Leroy,1
Abigail,Tchamye,0
Stéphane,Boateng,1
Tiphaine,Lefebvre,0
Michel,Foli,1
Mawuli,Nyavor,1
Véronique,Gbedemah,0
Akakpo,Ahove,1
Martine,Russo,0
Caleb,Ocloo,1
Savannah,Takyi,0
Ditoma,Toure,1
Ayouba,Koffi,1
Antoine,Ofori,1
Anaïs,Ferreira,0
Yolande,Esposito,0
Fleur,Agbozo,0
Addison,Gnama,0
Erik,Watanabe,1
Patrick,Suzuki,1
Luis,Sarr,1
João,Fischer,1
Jean-Pierre,Abliza,1
Élodie,Leroy,0
Luís,Zongo,1
Adjoa,Nyaku,0
Océana,Koulibaly,0
Odile,Abliza,0
Aurelie,Wilson,0
Queen,Ocloo,0
Margot,Liu,0
Stella,Fischer,0
Emeka,Pereira,1
Remi,Lawson,1
Genesis,Agyeman,0
Marie,Agbodeka,0
Amélie,Diawara,0
Danielle,Alassani,0
Klaus,Koulibaly,1
Mia,Andersen,0
Giuseppe,Akakpo,1
Joshua,Lawson,1
Yawa,Williams,1
Rémy,Adomako,1
Abigail,Amekudzi,0
Liliane,Osei,0
Sabrina,Gupta,0
Joshua,Singh,1
Wendy,Zouma,0
Ditoma,Traoré,1
Caleb,Koulibaly,1
Franck,Osei,1
Kofi,Miller,1
Gaston,Moussa,1
Mahmoud,Moreau,1
Quenotte,Taylor,0
James,Gbikpi,1
Steven,Awuku,1
João,Attipoe,1
Delphine,Martinez,0
Gérard,Liu,1
Harper,Müller,0
Cécilia,Gbedemah,0
Océana,Djondo,0
Didi,Gupta,1
Gérard,Williams,1
Nathalie,Toure,0
Kwame,Abliza,1
Mila,Nkrumah,0
Sylvain,Pereira,1
Rosalie,Sagna,0
Dela,Djondo,1
Éléonore,Wilson,0
Kouadio,Soglo,1
Quenotte,Gupta,0
Dominique,Diawara,1
Henri,Awuku,1
Erik,Gnama,1
Emeka,Agyeman,1
Kofi,Attipoe,1
Jacques,Ocloo,1
Giuseppe,Sharma,1
Fiosron,Brown,0
Kwaku,Taylor,1
Aurelie,Bangoura,0
Fiona,Andersen,0
Odon,Hounnou,1
Lucie,Alassani,0
Abena,Lopez,0
Wendy,Fischer,0
Georges,Kowalski,1
Coralie,Amekudzi,0
Rosalie,Tetteh,0
Méyébinesso,Silva,1
Sebastian,Miller,1
Beatrice,Darko,0
Annabelle,Abliza,0
Mensah,Asamoah,1
Joséphine,Baah,0
Carlos,Dossou,1
Hugues,Batali,1
Awura,Fischer,0
Atsuko,Lefebvre,0
Komla,Bakari,1
Marcus,Singh,1
Georges,Diawara,1
Odette,Nayo,0
Abiré,Rossi,0
Quentin,Ocloo,1
Dodji,Obodai,1
Maëlle,Soglo,0
Alice,Diallo,0
Nadine,Gbikpi,0
Gifty,Schmidt,0
Abdoulaye,Johansson,1
Jeanne,Liu,0
João,Sokpor,1
Chike,Togbe,1
Katherine,Soglo,0
Justine,Avoseh,0
Mila,Tetteh,0
Togbe,Amegantse,1
Baptiste,Smith,1
Zinnia,Weber,0
Nicolette,Ocloo,0
Emeka,Agbobli,1
Zinnia,Sarr,0
Chike,Djondo,1
Hugues,Amekudzi,1
Zinnia,Sylla,0
Pascal,Opoku,1
Odon,Takahashi,1
Kafui,Ocloo,0
Quentin,Li,1
Layla,Russo,0
Dominique,Toure,1
Laura,Tetteh,0
Riley,Moreau,0
Kodjovi,Ofori-Atta,1
Dominique,Akakpo,1
William,Kouyaté,1
Laurent,Ivanov,1
Alain,Takahashi,1
Hussein,Lawson,1
Camille,Patel,0
Nora,Larsson,0
Blandine,Tchamye,0
Wei,Takahashi,1
Mansan,Awuku,0
Luc,Khan,1
Zacharie,Leroy,1
Efia,Morquette,0
Christophe,Sharma,1
Adrien,Wilson,1
Essowaza,Lefebvre,1
Kwadwo,Williams,1
Klaus,Andersen,1
Etienne,Djondo,1
Valerie,Agbozo,0
Joelle,Gbikpi,0
Margaux,Tanaka,0
Akosua,Jones,0
Delphine,Asamoah,0
Amelia,Adomako,0
Denis,Traoré,1
John,Lefebvre,1
Océane,Suzuki,0
Odette,Ocloo,0
Ava,Kouadio,0
Ivan,Smith,1
Adjoa,Wang,0
IDRISSOU,Watanabe,1
Carlos,Tetteh,1
Emily,Nayo,0
ruth,Azamati,0
ruth,Simon,0
Gbenga,Agbodeka,1
Julia,Santos,0
Dominique,Kouassi,1
Dzidzor,Sylla,0
Xavier,Avoseh,1
Ditoma,Bangoura,1
Jean-Pierre,Fischer,1
Martine,Dzokoto,0
David,Ahove,1
Victoria,Sokpor,0
Juliette,Anani,0
Patrick,Sarr,1
Océane,Sato,0
Riley,Sarr,0
Fleur,Hounnou,0
Yves,Ayigbe,1
Ava,Sarr,0
Akakpo,Kowalski,1
Liliane,Gupta,0
Caroline,Ferreira,0
Georges,Ofori-Atta,1
Élise,Lopez,0
Stéphane,Brown,1
Victoria,Ackah,0
Benoit,Simon,1
Olivier,Quist,1
Patrick,Ocloo,1
Véronique,Mensah,0
Charlène,Osei,0
Julien,Kouyaté,1
Ulysse,Ferreira,1
Giuseppe,Petrov,1
Quentin,Kouassi,1
Peter,Tetteh,1
Edem,Kouadio,1
Queen,Amevor,0
Luis,Awuku,1
Océana,Liu,0
Jean-Pierre,Morquette,1
Ahmed,Sato,1
Juan,Fischer,1
Cécilia,Kouyaté,0
Adwoa,Patel,0
Gilles,Anani,1
Éléonore,Zouma,0
Émilie,Schneider,0
Fatoumata,Patel,0
Mireille,Tchamye,0
Xaviera,Weber,0
Mark,Ocloo,1
Tunde,Sato,1
Komivi,Russo,1
Coralie,Akakpo-Doe,0
Éléonore,Garcia,0
Roseline,Gnama,0
Nathalie,Asamoah,0
Remi,Alassani,1
Nicolette,Takahashi,0
Fabrice,Atsu,1
Mahmoud,Foli,1
Martine,Attipoe,0
Irene,Nkrumah,0
Christopher,Larsson,1
Amit,Novak,1
Michael,Amegantse,1
Marion,Sagna,0
Olympe,Chen,0
Julien,Koulibaly,1
Katia,Agyeman,0
Valerie,Danquah,0
Koku,Singh,1
Chen,Amevor,1
Akowé,Ivanov,1
Atsuko,Watanabe,0
Médar,Sato,1
Hussein,Diabre,1
Vera,Clark,0
Koffi-Doe,Sarr,1
Esso,Wang,1
Yao,Quist,1
Noah,Moreau,1
Wenceslas,Taylor,1
Cecilia,Nyaku,0
Adeyemi,Gnama,1
Dominique,Mensah,1
Yolande,Larsson,0
IDRISSOU,Ayigbe,1
Sven,Kowalski,1
ruth,Patel,0
Omar,Osei,1
Amenyo,Ayite,0
Carlos,Zhang,1
Patience,Sagna,0
Roseline,Williams,0
Jean,Dossou,1
Amélie,Ofori,0
Raoul,Patel,1
Azhar,Singh,1
Anthony,Hounnou,1
Gérard,Gupta,1
Savannah,Sagna,0
Téléky,Novak,1
Hans,Abliza,1
William,Simon,1
Brigitte,Schmidt,0
David,Moreau,1
Julie,Zongo,0
Odile,Moreau,0
Dodji,Schneider,1
Adjoa,Tchamye,0
Quintina,Tchamye,0
Sarah,Khan,0
Allison,Agbodeka,0
Laurent,Watanabe,1
Dela,Hansen,1
Ava,Russo,0
Bella,Diawara,0
Luís,Dogbe,1
Francisco,Bakari,1
Antoine,Moussa,1
Maïwenn,Johansson,0
Hassan,Amouzou,1
Valentin,Jones,1
Olivia,Darko,0
Anna,Amevor,0
Nadine,Santos,0
Zinsou,Adomako,1
Pedro,Atsu,1
Adeyemi,Akakpo,1
Sabrina,Amouzou,0
Lei,Nyavor,1
Xavier,Weber,1
Rosalie,Gbedemah,0
Therese,Johnson,0
Pedro,Davis,1
Coralie,Ferrari,0
Marcus,Simon,1
Ulysse,Moreau,1
Zélie,Singh,0
Yves,Ocloo,1
Efua,Ofori-Atta,0
Fleur,Boateng,0
Gérard,Clark,1
Audrey,Zoungrana,0
Arnaud,Ofori,1
Ella,Ofori-Atta,0
Catherine,Akakpo,0
Éléonore,Lefebvre,0
Genesis,Nyaku,0
Téléky,Santos,1
Addison,Sharma,0
Danielle,Azamati,0
Penelope,Patel,0
James,Martinez,1
Estelle,Taylor,0
Leah,Bakari,0
Hailey,Quist,0
Samira,Traoré,0
Abdel-Aziz,Nkrumah,1
Allison,Simon,0
Awura,Santos,0
Aleksandr,Rodriguez,1
Ilétou,Zhang,0
Cécilia,Awuku,0
Hortense,Agbodeka,0
Kwadwo,Amegashie,1
Adeyemi,Amegashie,1
Elise,Leroy,0
Adwoa,Simon,0
Christophe,Leroy,1
Marie,Novak,0
Samuel,Koulibaly,1
Amandine,Johansson,0
Tina,Sharma,0
Liliane,Amouzou,0
Marcus,Ferreira,1
Irene,Atsu,0
Peter,Singh,1
John,Bakari,1
Dmitry,Kouyaté,1
Akossiwa,Nayo,0
Gaston,Toure,1
Amélie,Koulibaly,0
Victor,Aidoo,1
Donald,Rodriguez,1
Eloise,Bangoura,0
Julien,Agyeman,1
Hilaire,Aidoo,1
Etienne,Takahashi,1
Jacqueline,Petrov,0
Jeanne,Khan,0
Quintine,Sarr,0
Christophe,Chen,1
Yves,Tchamye,1
Scarlett,Bakari,0
Arnaud,Aidoo,1
Chike,Smith,1
Quintina,Asamoah,0
Louis,Opoku,1
Thibault,Jones,1
Takashi,Agbodeka,1
Xenia,Quist,0
Ursule,Ayite,0
Stéphane,Petrov,1
Robert,Sarr,1
Jeanne,Brown,0
Togbe,Gnama,1
Ariana,Abliza,0
Diane,Li,0
Mireille,Ofosu,0
Helene,Abliza,0
Charlène,Miller,0
Fleur,Petrov,0
Wendy,Amegantse,0
Koffi,Zouma,1
Alain,Taylor,1
Arnaud,Quist,1
Mensah,Agbodeka,1
Nadine,Lefebvre,0
Hilaire,Diallo,1
Kwesi,Quist,1
Margaux,Agyeman,0
Yolande,Sagna,0
Abiré,Nkrumah,0
Adwoa,Traoré,0
Hailey,Clark,0
Paulin,Nyaku,1
Annabelle,Ahove,0
Benoit,Avoseh,1
Agbeko,Takahashi,1
Joseph,Alassani,1
Aaliyah,Brown,0
Aaliyah,Silva,0
Marion,Agbozo,0
Innocent,Diabre,1
Diego,Fischer,1
Yaa,Larsson,0
Hubert,Novak,1
Erik,Owusu,1
Luc,Togbe,1
Nathanael,Nkrumah,1
Ivan,Weber,1
Winnie,Russo,0
Arjun,Quist,1
Catherine,Agbozo,0
Mawusi,Wang,0
Bèni,Williams,1
Hubert,Diawara,1
Ade,Singh,1
Matthew,Agbobli,1
Stefan,Kouyaté,1
Kwesi,Traoré,1
Laure,Liu,0
Éléonore,Sato,0
